inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,14.071067811865476,14.192388155425117,14.31370849898476,15.435028842544401,17.9350288425444,19.64213562373095,20.9350288425444,22.4350288425444,23.727922061357855,24.727922061357855,25.727922061357855,26.727922061357855,28.227922061357855,30.727922061357855,33.22792206135786,32.97056274847714,33.384776310850235,34.384776310850235,35.38477631085023,36.88477631085023,inf
inf,11.571067811865476,12.192388155425117,13.31370849898476,14.81370849898476,16.81370849898476,18.81370849898476,20.81370849898476,22.31370849898476,23.31370849898476,24.31370849898476,inf,27.14213562373095,28.64213562373095,30.64213562373095,31.67766952966369,31.970562748477143,32.97056274847714,33.970562748477136,35.470562748477136,35.970562748477136,inf
inf,10.071067811865476,11.192388155425117,13.692388155425117,15.435028842544401,17.4350288425444,19.9350288425444,21.64213562373095,22.9350288425444,23.727922061357855,24.727922061357855,inf,28.14213562373095,28.556349186104047,29.556349186104047,30.556349186104047,31.556349186104047,32.55634918610404,33.55634918610404,34.55634918610404,35.55634918610404,inf
inf,9.071067811865476,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,31.970562748477143,32.97056274847714,34.47056274847714,34.970562748477136,35.970562748477136,inf
inf,8.449747468305834,6.949747468305833,5.82842712474619,5.414213562373095,5.82842712474619,inf,7.742640687119285,7.65685424949238,8.071067811865476,9.071067811865476,inf,inf,inf,inf,inf,32.97056274847714,33.384776310850235,34.884776310850235,36.970562748477136,37.79898987322333,inf
inf,9.071067811865476,inf,4.82842712474619,4.414213562373095,5.535533905932738,inf,6.242640687119285,6.65685424949238,7.65685424949238,8.65685424949238,inf,inf,inf,inf,inf,33.97056274847714,34.884776310850235,34.79898987322333,35.79898987322333,37.29898987322333,inf
inf,inf,inf,4.535533905932738,3.414213562373095,inf,inf,5.242640687119285,6.242640687119285,7.242640687119285,8.242640687119284,inf,38.384776310850235,37.384776310850235,36.384776310850235,35.384776310850235,34.97056274847714,35.384776310850235,36.29898987322333,36.21320343559642,37.21320343559642,inf
inf,4.949747468305834,inf,3.5,2.414213562373095,3.5355339059327378,3.82842712474619,inf,inf,inf,inf,inf,38.79898987322333,37.79898987322333,36.79898987322333,36.384776310850235,35.97056274847714,36.384776310850235,36.79898987322333,37.21320343559642,37.62741699796951,inf
inf,3.121320343559643,2.121320343559643,1.5,1.4142135623730951,2.414213562373095,3.414213562373095,inf,inf,inf,inf,inf,39.21320343559642,38.21320343559642,38.29898987322333,37.884776310850235,36.97056274847714,37.884776310850235,38.29898987322333,38.21320343559642,39.12741699796951,inf
inf,2.0,1.0,0,1.0,2.0,3.5,inf,inf,inf,inf,inf,39.62741699796951,39.71320343559642,40.29898987322333,39.798989873223334,37.97056274847714,39.798989873223334,40.29898987322333,40.21320343559642,41.04163056034261,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
